,Likes,Retweets,Text,User Location
542,0,0,Watergate prosecutor pans DOJ’s refusal to charge Mark Meadows for contempt of Congress https://t.co/m3rzX8a88y… https://t.co/UnzbcxAmWJ,"Washington, DC"
543,0,0,"[Remember this? #BLM]
Militarized Police Deploy Flashbang Grenades against Portland Protesters... https://t.co/ICjRPD3NX1 via @YouTube","Seattle, WA"
544,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
545,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Sandy, Utah"
546,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,PA
547,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
548,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Twoja matka
549,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
550,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
551,0,0,"[Remember this? #BLM]
Militarized Federal Law Enforcement kick over Portland Protest Barriers,... https://t.co/G53ze2iwoC via @YouTube","Seattle, WA"
552,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
553,0,0,"[Remember this? #BLM]
More Tear Gas as Militarized Police slowly advance, July 2020 https://t.co/Ra0Iznjojr via @YouTube","Seattle, WA"
554,0,0,RT @diverdown48: When 1 is guilty of a crime they always blame someone else #VOTE #VoteBlueNoMatterWho #VoterSupression #CivilRights #Equal…,☭ Баиаиа Яэрцъlіс
555,0,0,"RT @Claudette966: HAPPY FRIDAY GET TOGETHER 
#BLM #Buffalo #BlackLivesMatter
WE SUPPORT
#DemVoice1 #VoteBlue2022 🇺🇸 
#BidenHarris  #HumanRi…",Florida
556,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
557,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
558,0,0,RT @neverland0031: hardly breathing rn i need to take my meds but unfortunately i dont have.please anyone send funds for my medicines.thank…,Earth
559,0,0,"RT @CH005Y: 🌈The More You Know

Please take the time to watch this video and also check out the powerful documentary ""I Am not Your Negro"",…",United Arab Emirates
560,0,0,"[Remember this? #BLM]
Tear Gas Used Against Portland Protesters, July 2020 https://t.co/LxRTK6HiMQ via @YouTube","Seattle, WA"
561,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,God's Right Hand
562,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Oregon, USA"
563,0,0,"[Remember this? #BLM]
Militarized Police begin Marching on Portland Protesters, July 2020 https://t.co/2WQ9PTpqJO via @YouTube","Seattle, WA"
564,0,0,RT @mwatsonnyc: It has been two years since the murder of Jamel Floyd at MDC federal prison in Brooklyn. There was a cover up and the famil…,Hell
565,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
566,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Texas, USA"
567,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
568,0,0,@KnutTheGreat He/him 💜 missgender = block #BLM bee advocate 🐝 moonrising  🌔 #ProtectPOCwomen,Born into this world
569,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,In a New York State of Mind
570,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
571,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
572,0,0,RT @RSJWarrior: Yet another example of Racial (and ROUGH) Social Justice! #racialsocialjustice #blm #SayNoToWhiteBoys #bbc #snowbunny #inte…,
573,1,0,@RogueHerd He/him 💜 missgender = block #BLM bee advocate 🐝 moonrising  🌔 #ProtectPOCwomen,Born into this world
574,2,1,@BethRigby The best #BLM gig ever,
575,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
576,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Flyover Zone, USA "
577,0,0,RT @Blackinthe416: I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/zvHtK1Mgea,
578,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
579,0,0,"[Remember this? #BLM]
Militarized Police Shooting Portland Protesters, July 2020 https://t.co/Aw2Yf96cV2 via @YouTube","Seattle, WA"
580,0,0,"RT @BishopNathanyel: https://t.co/ZM734RFH8T
#BurnBabylonBlitz #IUIC Get your morning coffee and watch “#BLM Misguided Anger at the scene o…",Columbus OH
581,0,0,"RT @BishopNathanyel: https://t.co/ZM734RFH8T
#BurnBabylonBlitz #IUIC Get your morning coffee and watch “#BLM Misguided Anger at the scene o…",Columbus OH
582,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,HEYOKA-SYDNEY.AUSTRALIA
583,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
584,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Iowa
585,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Illinois, USA"
586,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"West Virginia, USA"
587,0,0,RT @SOTokyoX: WipeOut!!!!!... SOT CookOut in 14 Days!! 18+ #BeardGang #BLM #MelaninKingz https://t.co/hscAziNOwz,United States
588,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Miami, Fl"
589,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Antarctica
590,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Idaho, USA"
591,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
592,0,0,RT @Blackinthe416: I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/zvHtK1Mgea,
593,0,0,RT @KIDD__KASH: I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/usFb5N8smD,
594,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
595,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Poop, Fart"
596,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,H-Town
597,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Missouri
598,0,0,RT @i_iirresistible: ☀️I'm now live! Check me out at Twitch: https://t.co/paeYkfQGua  Stop by and say hello!☀️ #C3RTiFi3DGAMiNG #BLM,"Little Rock, AR"
599,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,I'd rather be h#nting p3doe$!!
600,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Virginia, USA"
601,1,1,When 1 is guilty of a crime they always blame someone else #VOTE #VoteBlueNoMatterWho #VoterSupression #CivilRights… https://t.co/rt7jWzb4l6,Orlando Florida
602,1,0,"#BoycottSia for giving $100,000 to the white-hating, hypocritical, racist #DreaWheeler - as Sia's favorite… https://t.co/Clb3VDDFXo",
603,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"California, USA"
604,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
605,0,0,"#rap #BLM #BetterTogether #BeBest

https://t.co/0cNd0KH2SI",
606,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,USA
607,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Missouri, USA"
608,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Cabuyao Laguna, Philippines "
609,0,0,RT @Blackinthe416: I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/zvHtK1Mgea,"Northfield, OH"
610,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Albuquerque, NM"
611,0,0,"#BLM 

https://t.co/0cNd0KH2SI https://t.co/IPdGIxkGFB",
612,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"England, UK, Earth"
613,0,0,"RT @Claudette966: HAPPY SATURDAY GET TOGETHER
#BLM #Buffalo #Texas #BlackLivesMatter
WE SUPPORT
#DemVoice1 #VoteBlue2022 🇺🇸 
#BidenHarris…",Colorado
614,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
615,0,0,RT @teryanarashayx: PLEASE SHARE!!! #OklahomaCountyJail #BLM #FREETHEM ‼️✊💙 https://t.co/c5PmWgRBfU,Made in heaven 
616,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
617,4,2,I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/zvHtK1Mgea,TORONTO
618,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,North Carolina
619,0,0,RT @Durrell62: @RT_com #Resist #Biden #AntiFa #BLM #Buffalo #Uvalde #SeditionHunters #RuleOfLaw #StandWithUkraine #FuckPutin #NaziGOP #MAGA…,"Westlake, TX"
620,1,1,@RT_com #Resist #Biden #AntiFa #BLM #Buffalo #Uvalde #SeditionHunters #RuleOfLaw #StandWithUkraine #FuckPutin… https://t.co/G80BsoYQni,"Westlake, TX"
621,1,1,I just want Blacks to take over the world! #BlackLivesMatter #BLM #TheBlackRevolution https://t.co/usFb5N8smD,TORONTO
622,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,USA
623,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,HESED garden 
624,0,0,RT @live2tell_x: If you’re still undecided about the #recall efforts to remove @chesaboudin please remember that #policereforms starts here…,In a good place!
625,0,0,@ProgressiveTex Which of the 6 mansions did you get? #blm https://t.co/Havwg0p9Ba,Antarctica
626,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
627,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Khartoum, Sudan"
628,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
629,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
630,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Canada
631,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
632,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
633,4,1,We will no longer allow government officials and police departments like @CarmelPD   to take a piss on our freedoms… https://t.co/XBnNddRUNm,
634,0,0,"[Remember this? #BLM]
Trumpetman and a Portland Protest Band, July 2020 https://t.co/8GYPMf2lPJ via @YouTube","Seattle, WA"
635,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
636,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
637,0,0,"☆☆ FREE #NFT GIVEAWAY!! ❤❤💜💙💙💚
☆☆ PASTE #ETH ADDRESS!! 🔥🔥🚀🚀🌏🙏

● LIKE 👍: https://t.co/HTMyhgTO2N
● FOLLOW 🐦🐦:… https://t.co/IwMmIHGTON",
638,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
639,0,0,"[Remember this? #BLM]
Witness Account of Vehicular Assault of Seattle Protesters on Interstate... https://t.co/VZIBvzvEbB via @YouTube","Seattle, WA"
640,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
641,0,0,"#NYC #BLM #bbc

[Theme From] The Monkees https://t.co/9ckDHqrlA4 via @YouTube",
642,0,0,"[Remember this? #BLM]
Rage Against the Machine under Seattle Moonlight, July 2020 https://t.co/blIr53XOvG via @YouTube","Seattle, WA"
643,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
644,0,0,"[Remember this? #BLM]
Reverse Racism, July 2020 https://t.co/cMBcrRqsUX via @YouTube","Seattle, WA"
645,0,0,RT @MikiFCB14: Laporta tomará medidas https://t.co/YG031qPc44 #barçastudios #bartomeu #blm #cvc #javiertebas,"Basauri, Bizkaia"
646,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
647,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Southern California, USA "
648,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
649,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,So California...Born Dec 10
650,0,0,"RT @GParksFound: Mother watching her children as she prepares the evening meal, Frederick Douglass housing project, Anacostia, D.C., June 1…",
651,0,0,Sex Swing Soft Material Sex Furniture Fetish Bandage Love Adult game Chairs Hanging Door Swing Sex Erotic Toys for… https://t.co/osHxt5vYhH,USA
652,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
653,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
654,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Washington, DC"
655,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Southern AZ
656,2,0,"@jeffs63409 @Michael20224 @ericadamsfornyc No, doesn’t fit the narrative of bad white people.  Black culture is bro… https://t.co/eHGVYiHqQQ","Cincinnati, OH"
657,0,0,"[Remember this? #BLM]
It is what it is, July 2020 https://t.co/4I7dObp73G via @YouTube","Seattle, WA"
658,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
659,0,0,"[Remember this? #BLM]
Seattle Protest means Mobile DJ, July 2020 https://t.co/TTesqJMLJD via @YouTube","Seattle, WA"
660,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
661,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
662,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
663,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
664,0,0,"[Remember this? #BLM]
Seattle Police Bike Cops Arrest ACAB Anti Police Protesters, late nite M... https://t.co/cWklfZ6t3F via @YouTube","Seattle, WA"
665,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Florida
666,0,0,"RT @GParksFound: Mother watching her children as she prepares the evening meal, Frederick Douglass housing project, Anacostia, D.C., June 1…",
667,0,0,"[Remember this? #BLM]
Seattle Bicycle Police Swarm BLM Protest, Sat Oct 3 2020 https://t.co/P6YHXHy3cC via @YouTube","Seattle, WA"
668,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
669,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
670,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,texas
671,0,0,"[Remember this? #BLM]
Seattle Police Arrest BLM Protester at Precinct Gate, Fri Oct 2 2020 https://t.co/PDXnZmAzIL via @YouTube","Seattle, WA"
672,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,REP. DOMINICANA
673,0,0,"[Remember this? #BLM]
Seattle Police use City property to protest Defunding, yet back down. (s... https://t.co/qGepvfO0sF via @YouTube","Seattle, WA"
674,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Dallas, Texas"
675,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Denial
676,0,0,RT @vex1877: police kill black man🤦🏾‍♂️#BLM #killed #shooter #shootings #shootings #viral #Murder #PoliceBrutality #PoliceCorruption #Tulsa…,
677,0,0,"[Remember this? #BLM]
9/22/2020: Seattle Police appear to Protest the BLM Protesters, after SP... https://t.co/Sbe8lO9O2e via @YouTube","Seattle, WA"
678,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Ohio
679,0,0,"[Remember this? #BLM]
At 0:26, Seattle Cop appears to flash ""Okay"" White Power Sign at POCs pr... https://t.co/wIL84xjpGj via @YouTube","Seattle, WA"
680,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
681,0,0,"[Remember this? #BLM]
Seattle Police say ""Its Not All About You, Maam"" after unannounced Homel... https://t.co/0jBEI4OzKY via @YouTube","Seattle, WA"
682,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Norway
683,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
684,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
685,0,0,"[Remember this? #BLM]
Police Standoffs at BLM Protests in Seattle https://t.co/u13LKZL5PP via @YouTube","Seattle, WA"
686,0,0,"[Remember this? #BLM]
Seattle Police Withhold Medical Attention during Arrests https://t.co/vcIRfodrKC via @YouTube","Seattle, WA"
687,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
688,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
689,0,0,"[Remember this? #BLM]
1st Hour of Police Raid of Portland BLM Protest Fri Nite at 230 AM https://t.co/dHfurhpEI0 via @YouTube","Seattle, WA"
690,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Michigan, USA"
691,0,0,"[Remember this? #BLM]
Civil Rights Protests: July 2020 https://t.co/sSucIdTsJx via @YouTube","Seattle, WA"
692,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
693,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
694,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,gettr.com
695,0,0,"@1zzyzyx1 @GregReetz @TheDemocrats #blm yeah you boys got to get some rioting, looting and burning going on you've… https://t.co/52HIMPoeLO",
696,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
697,0,0,RT @Lizzylasher7: Where's #BLM now?,"Gilbert, AZ, United States"
698,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Tucson, AZ"
699,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,My Southwest Ranch
700,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
701,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
702,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
703,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
704,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,Pittsburgh
705,0,0,"@ragebx @nytimes Only a privileged white dude can save the black folks at 
#BLM.  A true hero. Super duper woke.",Top of the food chain.
706,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
707,0,0,RT @MrAndyNgo: BET repeatedly spread the lie about the Kansas City firearm suspect being unarmed. #BLM https://t.co/svVXR0qHnZ,
708,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
709,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,🌎
710,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"From Earth, residing on Mars."
711,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
712,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Hocking Hills in Ohio, USA"
713,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
714,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Massachusetts, USA"
715,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Scotland, United Kingdom."
716,2,1,WipeOut!!!!!... SOT CookOut in 14 Days!! 18+ #BeardGang #BLM #MelaninKingz https://t.co/hscAziNOwz,"Nashville, Tennessee "
717,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,hidden bunker
718,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
719,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,People's Republic CommieFornia
720,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,"Chicago, IL"
721,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,United States
722,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
723,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
724,0,0,"@keefyclarke Following you, fellow #resister #FBR ⬅️ #GlobalWarmingIsReal, #FREEDOMTOVOTEACT, #LGBTQALLY, #BLM … an… https://t.co/cBVK6YPDFu",S.F. Bay Area
725,0,0,RT @MrAndyNgo: Steven Carillo has been sentenced to 41 years for a deadly attack inspired by #BLM during a riot in Oakland. Liberal press s…,
726,0,0,"@ahnbanc Oh God, more virtue signaling. 

All land was stolen from one another, the Mayans were an empire. You thro… https://t.co/covyU7OqhR",
727,2,0,"Southgate responds to England players being booed by kids when taking the knee https://t.co/RiktZFqFg2
#blm
@Chelsea_FC_2022","Maryland, USA"
